student_id,age,gender,years_in_program,cumulative_gpa,backlogs_count,attendance_percentage,consecutive_absences_max,daily_study_hours,class_participation_score,extracurricular_involvement_score,peer_collaboration_score,ct1_marks_25,ct2_marks_25,assignment_marks_15,mid_sem_marks_35,risk_category
1636,20,Female,2,7.41,0,83.8,1,3.44,7.77,6.95,7.01,19.7,16.9,13.5,29.2,Good-Performance
1637,17,Female,4,7.66,0,84.4,1,3.11,8.07,5.18,8.11,21.7,18.5,13.4,28.9,Good-Performance
1638,20,Male,4,4.55,3,61.2,2,2.6,5.86,5.55,5.44,11.2,13.6,9.5,14.5,Moderate-Risk
1639,18,Female,1,6.86,2,68.1,4,2.87,3.33,8.1,6.59,15.5,17.7,9.7,17.8,Moderate-Risk
1640,18,Male,1,6.05,2,90.0,0,0.72,5.26,9.6,8.49,15.7,17.7,9.3,19.7,High-Risk
1641,21,Male,1,6.1,1,64.4,0,2.6,2.85,5.27,8.07,14.2,16.5,10.5,17.2,Moderate-Risk
1642,17,Male,3,7.97,0,85.8,3,2.52,5.26,4.15,2.29,20.2,19.1,13.2,35.0,Good-Performance
1643,19,Other,1,5.51,2,73.9,3,1.98,7.0,6.67,6.72,9.6,16.3,7.3,15.2,High-Risk
1644,20,Male,1,8.4,0,87.7,0,0.54,6.79,3.45,4.22,15.6,15.7,10.9,24.2,Moderate-Risk
1645,17,Female,2,6.15,0,81.1,2,2.76,7.72,7.63,6.04,20.0,14.3,11.3,24.6,Moderate-Risk
1646,18,Female,4,9.75,0,100.0,0,5.0,9.54,3.91,6.16,16.1,25.0,14.2,33.7,Good-Performance
1647,19,Female,2,7.17,2,81.1,1,2.66,4.94,4.15,6.97,15.8,21.6,10.3,26.0,Moderate-Risk
1648,20,Female,3,5.83,1,84.9,0,1.37,6.74,2.95,6.22,15.9,9.9,10.7,18.0,Moderate-Risk
1649,22,Female,1,7.14,1,93.2,0,4.72,4.76,3.3,4.92,19.0,16.6,9.5,20.3,Good-Performance
1650,22,Male,3,6.54,1,88.9,3,3.27,6.88,7.36,7.25,16.5,18.6,10.8,22.2,Moderate-Risk
1651,18,Male,3,2.48,6,62.6,1,0.59,5.44,5.68,4.61,9.8,11.8,5.0,11.3,High-Risk
1652,17,Female,4,5.27,1,77.9,0,2.07,5.85,4.89,5.09,14.0,14.8,8.6,18.6,Moderate-Risk
1653,17,Male,3,7.24,3,68.5,4,0.51,3.38,9.1,5.18,11.7,10.6,6.3,17.2,High-Risk
1654,20,Male,1,4.06,3,67.0,2,1.65,2.82,5.24,5.34,16.2,9.6,6.0,12.6,High-Risk
1655,17,Male,2,6.14,0,75.7,0,1.21,10.0,4.96,7.34,18.3,13.0,10.3,16.5,High-Risk
1656,18,Male,1,3.99,6,45.9,4,1.45,5.07,2.77,6.37,10.7,14.2,6.2,9.6,High-Risk
1657,22,Male,1,6.55,2,75.1,2,3.15,5.62,3.38,5.26,15.0,12.7,8.8,19.9,Moderate-Risk
1658,22,Male,4,7.03,4,85.8,2,2.63,8.16,3.13,7.06,15.0,17.4,10.8,28.1,Moderate-Risk
1659,22,Female,2,6.76,1,65.0,4,1.62,8.22,3.63,6.83,15.9,17.4,10.3,30.2,Moderate-Risk
1660,18,Male,4,5.82,2,68.2,2,3.3,7.62,4.06,6.6,12.0,14.8,7.5,24.7,Moderate-Risk
1661,20,Other,1,6.67,2,85.6,1,2.43,6.23,4.43,4.0,20.4,15.8,11.2,23.2,Moderate-Risk
1662,20,Female,4,5.0,1,82.0,0,1.96,5.49,6.4,6.83,11.0,9.7,9.2,23.3,High-Risk
1663,18,Male,4,7.12,1,70.4,2,1.67,7.31,4.95,7.39,11.8,14.6,7.3,21.5,Moderate-Risk
1664,20,Female,3,7.92,0,79.2,0,2.72,6.06,8.58,7.38,25.0,15.2,12.2,23.7,Moderate-Risk
1665,20,Female,1,5.37,4,69.2,5,1.6,7.33,6.26,6.72,12.9,11.4,7.6,21.5,High-Risk
1666,19,Female,4,7.36,1,86.1,0,1.52,6.91,3.59,8.01,13.8,21.2,8.4,25.4,Moderate-Risk
1667,21,Male,4,7.53,3,77.1,2,3.92,7.66,5.9,7.28,19.7,23.4,8.4,27.8,Moderate-Risk
1668,21,Male,1,7.31,1,75.9,1,3.95,7.74,5.3,5.95,11.7,19.3,7.3,25.1,Moderate-Risk
1669,20,Male,4,9.74,0,100.0,0,5.35,6.5,7.79,6.23,21.2,25.0,13.4,30.1,Good-Performance
1670,21,Female,4,5.02,1,69.5,0,3.17,6.22,6.64,5.41,18.3,13.7,8.3,24.5,Moderate-Risk
1671,21,Other,1,5.64,1,74.1,3,3.87,7.78,5.14,5.09,22.7,15.0,7.8,19.1,Moderate-Risk
1672,20,Female,2,6.32,1,73.0,2,1.22,4.73,8.5,7.01,17.7,11.6,8.2,23.0,High-Risk
1673,18,Female,2,4.78,3,79.9,2,0.77,4.99,6.11,5.63,15.3,13.3,10.1,16.6,High-Risk
1674,21,Other,2,8.66,0,71.9,0,2.68,8.37,6.2,7.73,22.5,15.1,9.7,20.2,Moderate-Risk
1675,21,Female,4,6.66,3,66.6,2,2.22,7.88,8.01,9.39,13.2,10.7,8.0,14.4,Moderate-Risk
1676,22,Male,4,4.9,0,76.9,1,1.78,0.68,6.71,6.72,9.2,5.1,9.2,27.8,High-Risk
1677,17,Female,1,5.32,3,77.0,0,1.15,7.79,5.43,5.13,12.1,15.9,11.3,16.1,Moderate-Risk
1678,19,Male,3,4.6,2,71.2,3,1.72,2.06,4.84,4.58,17.3,16.7,8.0,21.6,High-Risk
1679,22,Male,2,3.7,3,62.6,2,1.01,4.73,0.96,6.82,6.9,14.2,7.1,17.6,High-Risk
1680,20,Male,2,5.45,1,76.0,1,2.89,3.92,1.31,6.43,14.3,17.2,10.1,24.2,Moderate-Risk
1681,22,Female,3,8.8,0,71.7,2,3.24,5.85,4.77,8.17,18.6,21.1,11.8,21.9,Moderate-Risk
1682,17,Male,3,5.78,2,75.9,0,0.94,6.55,3.89,5.78,17.5,15.1,7.2,21.0,Moderate-Risk
1683,17,Male,1,7.72,1,100.0,0,4.1,8.73,5.04,4.87,23.0,15.9,11.5,25.8,Good-Performance
1684,21,Male,2,6.68,0,75.0,2,4.52,8.84,7.03,5.39,20.8,15.2,12.3,30.0,Good-Performance
1685,19,Male,4,6.91,0,74.8,1,2.95,4.54,3.45,7.71,25.0,16.4,9.6,30.0,Moderate-Risk
1686,20,Male,2,9.0,0,89.9,1,4.89,9.56,,7.17,24.5,15.0,11.3,30.7,Good-Performance
1687,19,Female,2,6.66,1,72.7,2,1.97,5.71,2.4,7.41,20.2,17.4,8.9,30.0,Moderate-Risk
1688,19,Female,4,6.44,1,93.2,0,3.06,6.45,3.03,5.8,16.8,18.0,10.8,24.2,Moderate-Risk
1689,22,Male,4,5.43,0,68.1,2,1.82,8.59,2.72,5.64,22.4,17.6,10.3,21.4,Moderate-Risk
1690,17,Male,3,8.06,0,79.2,0,3.51,8.57,5.09,7.72,18.0,23.5,12.4,29.1,Good-Performance
1691,21,Male,2,5.58,2,82.8,1,2.29,3.96,8.08,3.82,19.2,10.0,6.8,24.1,Moderate-Risk
1692,22,Male,3,4.75,0,67.8,5,2.41,5.53,6.23,6.86,13.8,11.5,8.8,14.1,High-Risk
1693,20,Female,3,6.77,2,86.3,1,2.23,5.82,6.38,8.62,20.8,13.8,8.6,25.6,Moderate-Risk
1694,19,Female,2,6.33,2,66.6,2,0.53,4.86,5.44,2.6,14.9,11.3,8.7,17.7,High-Risk
1695,17,Female,1,6.6,2,85.6,3,3.35,6.69,2.52,4.95,22.0,15.5,11.2,23.9,Good-Performance
1696,21,Male,2,7.46,1,68.4,3,3.22,6.99,9.48,6.38,18.9,10.2,9.5,23.6,Moderate-Risk
1697,19,Female,2,6.53,3,79.4,2,2.45,4.39,4.36,5.19,15.3,17.7,7.2,25.3,Moderate-Risk
1698,17,Male,4,8.68,0,84.7,3,3.79,6.55,6.55,6.14,21.3,22.4,12.5,25.2,Moderate-Risk
1699,19,Male,3,4.9,3,63.3,4,1.13,4.41,0.52,9.21,8.8,9.0,7.3,11.6,High-Risk
1700,22,Female,1,8.07,0,68.9,1,2.88,6.74,4.82,5.38,10.7,14.4,8.5,23.3,Moderate-Risk
1701,18,Female,2,5.26,2,74.6,1,1.81,5.88,,5.87,7.5,17.3,11.0,19.4,High-Risk
1702,18,Female,2,10.0,0,100.0,1,4.56,10.0,4.47,5.53,25.0,24.5,14.9,34.6,Good-Performance
1703,21,Female,2,6.46,2,74.5,3,2.93,6.72,2.2,4.25,17.4,18.4,9.0,22.8,Moderate-Risk
1704,18,Female,1,4.93,3,72.5,5,4.06,6.72,5.4,7.01,16.4,11.5,10.5,22.1,Moderate-Risk
1705,22,Female,4,4.57,3,74.2,2,2.07,5.75,7.44,3.73,11.1,14.2,8.5,11.7,High-Risk
1706,22,Male,4,9.59,0,100.0,0,4.04,6.06,9.2,4.27,21.3,21.5,13.0,23.0,Moderate-Risk
1707,22,Male,4,5.36,1,83.2,2,2.92,5.73,8.3,6.21,13.0,13.8,9.5,21.0,Moderate-Risk
1708,22,Male,2,4.9,1,69.1,4,0.0,4.59,7.53,6.8,13.0,12.9,6.2,17.2,High-Risk
1709,18,Male,4,6.29,1,78.2,2,3.06,7.69,8.42,5.24,11.4,10.3,8.7,20.3,Moderate-Risk
1710,18,Male,3,6.33,1,83.4,2,3.84,8.17,8.65,5.52,12.2,17.4,10.4,17.8,Moderate-Risk
1711,19,Male,2,6.74,0,71.4,2,3.08,6.4,3.15,3.83,13.6,17.9,7.7,25.8,Moderate-Risk
1712,19,Female,1,6.21,1,75.8,0,2.48,6.5,5.5,7.07,13.3,14.7,10.1,20.7,Moderate-Risk
1713,22,Female,1,6.37,1,85.5,1,1.78,4.29,2.45,5.91,20.7,13.5,9.6,24.0,Moderate-Risk
1714,21,Female,1,7.02,1,78.3,2,2.3,5.9,6.08,6.2,24.8,21.1,10.0,24.2,Moderate-Risk
1715,20,Male,4,5.93,0,73.1,2,2.02,2.64,4.51,3.56,20.2,20.5,12.2,25.8,Good-Performance
1716,22,Female,3,7.07,0,76.3,2,3.74,7.76,4.69,7.77,7.3,17.7,8.8,20.5,Moderate-Risk
1717,20,Male,4,8.4,2,87.8,1,4.73,10.0,4.45,6.25,25.0,21.1,12.2,28.0,Good-Performance
1718,19,Male,3,5.74,0,71.0,2,4.29,5.37,0.01,7.41,15.3,10.6,8.2,31.1,Moderate-Risk
1719,19,Male,1,5.19,1,62.0,3,1.08,5.71,,5.16,8.2,9.6,9.9,19.5,High-Risk
1720,20,Male,2,6.09,1,87.0,0,1.78,7.15,6.71,6.92,21.9,14.2,7.9,27.7,Moderate-Risk
1721,17,Male,1,7.19,0,73.1,2,2.43,4.94,3.65,4.86,16.5,14.4,13.5,27.6,Moderate-Risk
1722,21,Female,4,4.46,1,55.2,2,0.15,4.39,7.05,7.32,7.1,13.5,4.7,10.9,High-Risk
1723,20,Female,1,3.39,2,64.0,1,0.17,5.55,4.68,4.3,8.8,8.5,6.8,23.9,High-Risk
1724,21,Female,1,7.91,1,79.5,1,2.77,7.19,1.83,6.89,17.6,14.7,11.9,31.4,Moderate-Risk
1725,20,Male,2,8.39,0,90.8,1,4.5,7.73,2.2,4.71,22.9,25.0,13.8,24.2,Good-Performance
1726,21,Female,4,4.6,4,73.0,3,0.84,4.99,3.66,5.36,12.8,18.1,5.7,16.4,High-Risk
1727,22,Female,2,7.73,1,67.3,0,3.53,4.85,,6.93,14.2,18.7,8.0,29.7,Moderate-Risk
1728,20,Male,1,5.81,1,82.5,2,3.41,7.25,4.82,4.74,9.1,9.1,8.5,24.0,High-Risk
1729,19,Female,3,5.53,2,70.9,3,2.55,8.61,5.5,7.43,12.9,20.2,10.3,14.5,Moderate-Risk
1730,17,Male,1,7.32,2,79.2,2,3.85,3.55,5.68,6.84,17.8,21.7,10.2,21.1,Moderate-Risk
1731,21,Male,3,5.59,2,80.1,3,0.24,2.4,5.46,2.48,9.4,6.2,8.7,13.5,High-Risk
1732,22,Male,3,4.31,3,56.4,5,1.11,3.2,6.77,6.35,12.7,4.9,6.1,22.8,High-Risk
1733,21,Male,1,6.29,0,79.8,2,2.43,5.55,7.01,7.8,15.2,13.4,8.7,23.3,Moderate-Risk
1734,22,Male,2,7.23,1,85.3,0,2.58,6.08,3.14,5.09,19.5,17.0,9.4,20.9,Moderate-Risk
1735,22,Male,1,4.56,3,65.5,3,2.89,5.48,1.27,4.81,13.9,17.6,7.6,15.1,High-Risk
1736,21,Male,2,8.19,1,75.9,0,2.23,6.86,3.64,3.93,20.9,11.9,11.7,27.9,Moderate-Risk
1737,20,Female,3,6.58,2,69.9,2,1.68,5.64,5.17,4.69,13.9,20.5,10.6,19.9,Moderate-Risk
1738,17,Male,2,5.22,1,68.1,2,2.09,7.7,3.95,8.07,20.1,9.3,8.0,21.4,High-Risk
1739,17,Male,1,7.12,0,78.7,2,2.26,5.14,6.27,5.4,15.2,19.5,9.3,25.6,Moderate-Risk
1740,18,Male,3,6.42,5,81.3,2,1.46,7.72,2.34,7.29,12.9,15.5,9.8,22.5,Moderate-Risk
1741,19,Female,3,6.99,1,79.6,3,2.74,9.87,8.16,6.04,23.0,22.7,11.7,20.8,Good-Performance
1742,21,Female,4,4.09,2,76.9,3,1.53,3.54,6.57,5.54,11.1,14.3,9.5,21.7,High-Risk
1743,19,Female,4,4.19,3,80.2,4,2.68,2.64,4.23,7.4,8.7,12.0,7.5,21.1,High-Risk
1744,17,Male,2,6.81,2,76.3,1,1.33,6.38,3.47,8.3,11.3,17.1,8.6,29.0,Moderate-Risk
1745,18,Male,2,7.64,3,83.1,3,3.28,7.5,4.7,6.73,15.0,14.0,12.6,20.8,Moderate-Risk
1746,22,Female,3,5.01,3,65.1,3,2.65,5.26,7.3,5.74,11.7,12.2,8.0,22.5,High-Risk
1747,22,Male,3,4.66,1,44.5,1,0.93,1.32,4.2,4.08,12.5,6.7,7.7,20.5,High-Risk
1748,19,Female,2,6.94,3,83.5,1,2.88,4.09,3.84,7.02,19.1,18.9,7.6,27.3,Moderate-Risk
1749,21,Female,4,5.69,3,78.6,1,2.41,5.14,4.99,5.85,14.1,17.8,8.2,20.2,Moderate-Risk
1750,21,Male,3,4.74,2,68.6,3,1.71,5.81,2.49,8.11,14.9,13.3,8.8,13.1,High-Risk
1751,22,Female,2,8.32,0,91.8,0,3.35,6.8,7.15,3.84,21.7,19.8,11.6,25.5,Moderate-Risk
1752,22,Female,3,4.44,1,66.6,5,1.38,5.94,6.24,5.54,10.9,12.9,8.2,15.1,Moderate-Risk
1753,20,Male,1,7.75,0,91.1,1,4.02,7.7,6.81,6.32,16.6,25.0,9.0,21.9,Good-Performance
1754,19,Male,4,5.7,0,88.3,0,2.19,8.06,7.77,7.38,14.9,16.2,9.6,25.8,Moderate-Risk
1755,20,Male,2,7.53,4,84.6,4,2.76,4.97,3.42,4.06,9.9,11.8,12.0,20.4,Moderate-Risk
1756,18,Female,3,7.71,1,86.5,1,2.49,6.6,5.03,6.12,15.9,17.5,9.4,14.3,High-Risk
1757,19,Male,3,1.06,2,69.2,2,1.15,6.64,4.81,7.79,7.9,8.8,5.9,12.5,High-Risk
1758,20,Male,1,5.76,3,62.1,0,3.33,3.99,8.17,6.27,18.2,19.6,7.2,21.1,High-Risk
1759,20,Female,3,5.99,3,80.5,2,1.74,5.4,4.17,6.58,19.1,15.4,8.8,24.1,Moderate-Risk
1760,20,Male,2,7.66,0,74.8,3,2.84,6.59,1.42,5.1,16.1,12.7,10.3,20.1,Moderate-Risk
1761,19,Male,2,4.61,2,52.4,1,0.0,2.91,4.08,5.26,13.2,15.6,6.8,11.8,High-Risk
1762,19,Female,1,7.34,0,77.0,0,3.79,4.53,6.77,4.37,15.6,17.1,10.8,24.1,Moderate-Risk
1763,17,Male,4,5.02,4,82.6,0,1.64,5.28,6.07,7.58,14.4,11.0,8.8,21.5,Moderate-Risk
1764,20,Male,4,6.41,0,73.9,2,2.42,5.99,4.81,6.83,10.3,23.9,9.4,24.9,Moderate-Risk
1765,20,Male,1,6.51,2,62.9,2,2.53,7.0,4.24,6.59,14.0,15.7,9.8,25.5,Moderate-Risk
1766,22,Male,4,8.1,0,71.3,3,3.19,5.24,5.68,6.31,18.5,16.2,8.9,24.6,Moderate-Risk
1767,20,Male,4,8.08,0,87.6,0,2.69,7.31,6.13,8.28,18.3,22.2,11.9,28.3,Good-Performance
1768,19,Female,1,6.67,1,76.6,1,3.94,8.42,5.43,9.71,22.0,20.9,7.7,25.7,Moderate-Risk
1769,17,Female,4,7.64,1,68.4,1,3.77,8.33,4.3,6.79,19.8,21.6,8.9,21.9,Good-Performance
1770,18,Male,1,5.33,0,64.5,0,2.93,5.56,4.94,6.24,17.0,19.4,9.3,14.2,Moderate-Risk
1771,19,Female,4,9.55,0,98.6,1,4.15,8.93,3.91,7.38,25.0,18.2,15.0,30.9,Good-Performance
1772,19,Female,3,5.0,5,72.7,0,0.86,4.09,7.07,8.0,12.2,14.9,5.5,14.2,High-Risk
1773,19,Female,4,5.77,4,69.2,3,1.98,6.19,4.74,7.4,17.4,14.7,9.5,25.3,Moderate-Risk
1774,19,Female,2,7.15,0,90.5,0,3.94,9.55,3.13,7.51,25.0,19.7,11.3,26.5,Good-Performance
1775,21,Female,2,6.66,0,90.9,1,3.55,9.13,9.52,7.99,11.9,17.1,12.9,23.0,Moderate-Risk
1776,17,Female,4,5.66,1,73.0,3,2.19,6.45,3.54,6.92,13.9,15.8,12.5,23.3,Moderate-Risk
1777,18,Male,3,7.3,3,82.4,1,3.64,7.39,3.21,4.39,18.5,17.5,7.6,26.4,Moderate-Risk
1778,17,Male,3,4.2,3,54.7,4,0.0,3.29,2.59,7.26,13.7,9.8,8.5,11.4,High-Risk
1779,18,Male,3,8.11,0,92.2,0,3.18,6.32,3.63,5.07,23.2,13.5,13.7,26.6,Good-Performance
1780,21,Male,3,6.6,1,70.8,2,2.48,5.46,6.49,5.96,12.7,17.7,10.1,19.9,Moderate-Risk
1781,17,Female,1,9.91,0,74.7,0,2.44,7.39,1.84,5.32,18.1,22.5,11.1,27.9,Moderate-Risk
1782,19,Male,1,4.43,3,60.2,0,0.01,5.67,5.32,5.74,12.2,11.3,6.6,13.0,High-Risk
1783,17,Male,1,6.99,0,90.6,1,4.1,6.75,3.83,6.71,15.4,19.3,11.0,22.5,Moderate-Risk
1784,22,Male,1,6.42,2,79.3,4,3.28,6.7,3.38,8.38,15.7,18.0,10.2,17.8,Moderate-Risk
1785,21,Male,4,6.96,2,93.5,0,5.02,3.32,1.52,5.03,16.0,19.0,11.5,26.8,Moderate-Risk
1786,18,Female,2,5.94,2,87.6,1,3.16,7.07,4.91,8.61,18.8,24.4,11.2,22.6,Moderate-Risk
1787,18,Female,2,6.91,1,81.3,2,3.37,5.73,1.57,3.74,19.3,17.3,11.5,26.3,Moderate-Risk
1788,17,Male,1,5.1,1,63.9,0,1.51,3.41,4.44,3.83,3.8,15.8,4.7,23.7,High-Risk
1789,19,Male,4,7.52,2,69.0,1,2.14,6.72,5.68,5.07,21.5,12.8,9.0,17.7,Moderate-Risk
1790,21,Male,1,6.11,3,64.5,1,3.14,8.0,0.48,7.75,21.9,15.2,9.4,21.0,Moderate-Risk
1791,20,Male,1,6.74,1,92.7,1,4.12,7.06,6.39,5.02,11.4,21.7,10.3,19.1,Moderate-Risk
1792,22,Female,4,7.4,2,83.3,0,4.0,8.41,1.05,4.81,18.5,18.7,13.3,26.1,Moderate-Risk
1793,19,Female,1,6.38,1,63.0,4,1.86,5.35,8.63,8.77,10.7,14.2,12.0,29.6,Moderate-Risk
1794,18,Male,3,4.74,3,77.9,3,1.83,8.65,4.61,6.53,5.8,13.8,7.9,20.1,High-Risk
1795,19,Male,2,6.13,1,77.2,0,1.89,4.02,3.27,8.03,18.6,16.1,9.8,19.8,Moderate-Risk
1796,18,Female,3,10.0,0,100.0,0,4.3,8.42,5.41,8.23,25.0,20.8,14.5,35.0,Good-Performance
1797,22,Female,1,8.87,0,90.4,0,5.29,8.83,3.2,7.97,21.4,20.2,10.6,25.7,Good-Performance
1798,18,Male,2,2.49,5,47.8,1,0.0,3.6,0.14,7.61,12.0,7.6,2.9,5.3,High-Risk
1799,19,Male,2,7.22,2,85.0,0,4.5,8.65,7.28,6.33,14.9,9.1,8.9,26.3,Moderate-Risk
1800,20,Male,3,8.44,1,89.3,1,3.74,4.13,4.31,4.09,14.1,19.0,12.5,25.2,Moderate-Risk
1801,17,Female,4,6.99,2,72.5,1,1.93,5.9,5.15,6.96,14.0,12.4,8.6,20.6,Moderate-Risk
1802,19,Male,1,4.74,2,84.1,1,2.19,5.87,4.67,5.65,12.3,14.0,8.8,20.6,Moderate-Risk
1803,19,Male,3,6.16,3,81.3,1,1.67,6.11,3.34,7.12,16.6,11.0,8.9,20.2,High-Risk
1804,18,Other,1,6.77,0,84.7,1,2.45,4.5,2.77,7.25,21.0,16.3,10.1,29.5,Good-Performance
1805,17,Female,3,5.13,5,59.5,1,1.65,4.66,6.46,4.72,8.7,18.2,10.6,11.8,High-Risk
1806,17,Male,4,7.11,1,75.4,0,3.15,6.47,6.02,5.41,14.9,16.0,11.8,24.0,Moderate-Risk
1807,17,Male,1,7.11,1,84.5,2,1.62,6.87,4.91,6.24,18.7,13.6,11.6,23.0,Moderate-Risk
1808,19,Male,1,5.78,3,52.0,4,1.55,6.65,7.04,8.23,11.8,11.8,6.7,13.7,High-Risk
1809,17,Female,3,8.91,0,82.5,1,2.22,7.32,4.85,5.28,21.6,12.1,9.8,23.8,Good-Performance
1810,22,Male,4,5.32,1,64.1,1,0.12,5.62,7.24,8.88,8.4,5.4,8.0,18.9,High-Risk
1811,18,Female,3,5.79,3,66.6,4,0.9,7.55,7.95,4.04,12.0,15.9,8.7,16.5,High-Risk
1812,20,Female,2,5.43,1,75.4,6,3.55,7.7,7.17,8.97,18.2,12.9,9.9,24.0,Moderate-Risk
1813,21,Male,3,10.0,0,97.4,0,4.58,4.63,5.82,6.29,25.0,25.0,15.0,26.2,Good-Performance
1814,19,Female,2,5.38,2,68.2,1,2.49,6.83,2.98,7.17,18.7,11.1,8.8,27.7,Moderate-Risk
1815,22,Male,4,2.71,3,67.7,2,0.79,5.92,5.89,7.05,9.1,15.8,6.5,16.3,High-Risk
1816,17,Male,4,6.53,0,78.1,3,2.49,5.6,4.05,2.65,18.7,8.7,8.2,23.0,Moderate-Risk
1817,18,Female,4,7.21,1,81.1,0,3.92,6.02,6.44,5.78,19.1,17.1,10.8,23.2,Moderate-Risk
1818,18,Male,4,8.61,1,77.1,3,3.49,5.09,8.23,5.8,19.6,15.3,11.4,25.6,Moderate-Risk
1819,17,Male,4,10.0,0,96.5,0,5.8,5.35,4.82,7.89,20.3,25.0,14.6,35.0,Good-Performance
1820,18,Male,1,8.67,0,100.0,0,3.59,9.12,2.76,6.7,22.7,18.4,12.8,24.6,Moderate-Risk
1821,18,Male,4,8.05,0,73.4,2,3.19,7.46,6.4,8.63,15.9,14.9,7.7,21.3,Moderate-Risk
1822,21,Male,1,5.03,1,83.7,0,2.42,5.83,4.98,8.9,19.8,13.4,10.5,18.0,Moderate-Risk
1823,18,Female,2,8.63,0,73.6,2,2.96,8.25,8.07,7.53,20.5,25.0,12.4,29.4,Good-Performance
1824,22,Female,2,5.31,0,67.4,3,2.24,7.34,5.11,6.76,14.3,19.4,11.3,23.6,Moderate-Risk
1825,21,Female,1,4.42,3,64.3,3,0.32,2.84,4.86,4.04,17.4,11.7,6.7,20.5,Moderate-Risk
1826,22,Female,2,6.58,0,81.2,1,2.05,6.56,5.19,7.28,15.2,11.7,8.2,16.7,Moderate-Risk
1827,17,Male,2,4.6,3,67.4,2,1.25,4.91,5.62,5.53,9.4,9.2,7.0,20.0,High-Risk
1828,22,Female,1,6.84,0,83.3,0,1.82,6.87,1.04,8.49,9.8,11.1,8.2,23.6,High-Risk
1829,20,Male,2,5.9,2,71.8,7,1.95,6.29,3.38,4.09,12.3,18.5,9.7,21.6,Moderate-Risk
1830,22,Male,2,8.34,0,83.0,1,3.55,8.08,7.21,5.64,12.5,16.0,12.7,23.4,Moderate-Risk
1831,19,Female,3,6.24,0,69.8,3,1.39,3.49,3.7,7.12,14.1,18.3,10.7,21.3,Moderate-Risk
1832,22,Male,3,4.44,7,86.9,0,3.16,7.82,4.94,9.18,15.9,17.0,7.2,17.3,High-Risk
1833,20,Male,3,4.49,7,56.9,6,1.73,3.96,4.54,6.91,9.3,10.6,5.8,15.4,High-Risk
1834,17,Male,3,7.27,1,73.1,5,1.94,6.12,3.63,8.18,24.6,11.5,11.0,23.0,Moderate-Risk
1835,19,Male,3,6.57,0,70.9,3,3.14,3.53,4.68,6.02,11.5,18.6,8.1,19.2,Moderate-Risk
1836,17,Male,1,5.51,4,79.2,2,2.95,5.89,2.96,8.78,16.4,10.6,9.8,20.7,Moderate-Risk
1837,22,Male,2,5.32,1,65.0,3,2.46,5.64,2.04,6.55,16.0,14.6,8.4,24.5,Moderate-Risk
1838,18,Female,2,7.38,0,92.7,0,1.91,6.89,5.41,7.22,15.8,22.1,9.6,26.7,Moderate-Risk
1839,18,Male,1,8.3,1,92.2,0,5.63,6.5,8.22,6.69,20.2,12.8,8.2,28.3,Good-Performance
1840,20,Male,4,5.63,0,75.5,1,2.45,3.97,6.49,5.48,19.2,12.8,8.7,18.4,Moderate-Risk
1841,19,Male,1,6.72,1,79.1,0,1.45,7.39,6.54,7.2,19.6,14.0,11.4,29.3,Moderate-Risk
1842,17,Female,4,7.27,0,84.5,1,3.45,4.5,7.11,6.36,21.8,17.2,9.5,22.9,Moderate-Risk
1843,21,Male,1,5.84,1,71.7,2,1.68,6.89,5.41,7.15,10.7,9.1,8.7,21.7,Moderate-Risk
1844,22,Male,3,7.37,2,77.6,1,2.49,8.86,5.05,3.5,17.8,22.9,10.5,27.4,Good-Performance
1845,21,Male,2,7.62,6,78.7,1,1.4,9.66,3.28,5.72,18.6,16.5,8.8,18.1,Moderate-Risk
1846,20,Female,4,5.57,4,60.6,3,1.5,3.4,6.58,4.99,14.7,5.2,7.8,16.0,High-Risk
1847,19,Female,4,7.42,3,68.8,1,1.89,7.05,5.55,4.26,11.7,17.4,11.1,27.0,Moderate-Risk
1848,20,Female,1,6.04,1,83.2,1,2.21,5.67,3.62,4.82,17.2,19.7,9.9,19.7,Moderate-Risk
1849,20,Female,1,6.12,0,81.9,1,3.29,8.63,4.37,7.87,19.0,17.7,11.6,25.7,Moderate-Risk
1850,17,Male,3,5.24,1,51.1,2,1.12,5.41,2.75,6.64,15.7,17.4,6.9,11.6,High-Risk
1851,17,Male,1,7.52,3,72.8,3,2.25,5.75,6.05,7.7,15.0,9.1,10.8,20.7,Moderate-Risk
1852,18,Male,1,8.83,0,100.0,1,4.34,6.46,8.09,7.74,16.8,24.2,9.7,34.1,Good-Performance
1853,19,Male,4,10.0,0,89.9,0,3.36,7.39,2.74,8.04,18.9,21.2,14.3,26.0,Good-Performance
1854,17,Male,3,7.27,0,81.3,0,2.94,6.2,7.09,6.38,20.7,16.6,13.6,21.1,Good-Performance
1855,17,Male,1,5.59,5,53.8,4,0.43,4.87,7.42,8.08,15.7,14.5,6.0,16.6,High-Risk
1856,22,Male,2,7.37,1,74.4,2,2.12,6.54,2.67,5.53,15.9,19.6,9.1,26.0,Moderate-Risk
1857,19,Female,1,5.12,1,64.3,4,2.23,4.81,0.87,7.98,15.3,19.3,11.1,18.3,High-Risk
1858,20,Male,4,7.08,1,83.7,1,3.3,5.72,5.13,7.55,10.4,21.8,10.8,22.7,Moderate-Risk
1859,20,Female,1,5.55,3,70.1,2,1.16,6.58,4.65,7.37,6.6,13.8,5.9,21.9,High-Risk
